,rid,vid,owner,address,zip
352,T1313,1313,CHICAGO MEDALLION SEVEN LLC.,9696 W. FOSTER AVE.,60656
353,T6564,6564,ELEGANCE EXPRESS INC,3351 W. ADDISON ST.,60618
354,T1480,1480,"FIERI, CORP",2601 W. PETERSON AVE.,60659
355,T692,692,YAAH CAB CO,3351 W. ADDISON ST.,60618
356,T4651,4651,HUMIDITY II HACKING CORP.,2617 S. WABASH AVE.,60616
357,T1190,1190,CHICAGO DOWNTOWN CORP,2235 W. MAYPOLE AVE.,60612
358,T1432,1432,AHDYKAY INC.,3351 W. ADDISON ST.,60618
359,T6506,6506,EKB TAXI LLC,2532 W. WARREN BLVD.,60612
360,T6366,6366,"CHICAGO POLO XIV, INC.",2617 S. WABASH AVE.,60616
361,T2225,2225,ANDYKIM TRANS INC,4626 W. CORNELIA AVE.,60641
362,T1841,1841,AGARTHA M. BAFFOUR,7540 N. RIDGE BLVD.,60645
363,T5845,5845,"TAHIR Q RAZAVI, INC.",3351 W. ADDISON ST.,60618
364,T6064,6064,TASKOS INC,9696 W. FOSTER AVE.,60656
365,T1581,1581,ABDULLAH CAB CO,9696 W. FOSTER AVE.,60656
366,T1286,1286,CHICAGO TAXI INC,6500 N. WESTERN AVE.,60645
367,T4160,4160,CHICAB THREE INC.,4020 W. GLENLAKE AVE.,60646
368,T1091,1091,NECT 24 LLC,6500 N. WESTERN AVE.,60645
369,T6524,6524,"SENAYT CAB, CO.",6550 N. CLARK ST.,60626
370,T6216,6216,GO CAB INC.,4020 W. GLENLAKE AVE.,60646
371,T6034,6034,ADIL & ZAINAB CORP,9696 W. FOSTER AVE.,60656
372,T3089,3089,PETRUS CAB INC,2601 W. PETERSON AVE.,60659
373,T2815,2815,2815 TAXI CORP,4118 W. LAWRENCE AVE.,60630
374,T1759,1759,1759 INC.,2601 W. PETERSON AVE.,60659
375,T2228,2228,WINNEMAC TAXI CORP,3351 W. ADDISON ST.,60618
376,T1298,1298,FLAG CAB CORP.,3351 W. ADDISON ST.,60618
377,T1459,1459,JAKE TRANSIT CO.,2617 S. WABASH AVE.,60616
378,T6125,6125,FISKARDO CAB CO,2945 W. PETERSON AVE.,60659
379,T4456,4456,MRS. TAXI INC,3351 W. ADDISON ST.,60618
380,T645,645,THREE DAUGHTERS CAB CO,6141 N. WASHTENAW AVE.,60659
381,T793,793,"T.T. SHAZ, INC.",9696 W. FOSTER AVE.,60656
382,T6426,6426,ALI BABBA EXPRESS INC.,4118 W. LAWRENCE AVE.,60630
383,T5089,5089,ALGER 1 INC.,4626 W. CORNELIA AVE.,60641
384,T4723,4723,NUMIDIA CO.,2601 W. PETERSON AVE.,60659
385,T1739,1739,ISROLIZ CORPORATION,2800 W. PETERSON AVE.,60659
386,T4848,4848,HASAN ZANI CORP.,2601 W. PETERSON AVE.,60659
387,T6757,6757,PRACHA CORP.,4626 W. CORNELIA AVE.,60641
388,T2993,2993,JOZI CAB CO,3351 W. ADDISON ST.,60618
389,T3882,3882,LATAS CAB CO,3451 N. PACIFIC AVE.,60634
390,T2214,2214,LEMAJ INC,2800 W. PETERSON ST.,60618
391,T2902,2902,PJ CAB CO,4020 W. GLENLAKE AVE.,60646
392,T4684,4684,AQUARIUS CAB INC.,6500 N. WESTERN AVE.,60645
393,T2203,2203,NEMESIS CAB CORP.,2945 W. PETERSON AVE.,60659
394,T3024,3024,"JBL EXPRESS II, INC.",4626 W. CORNELIA AVE.,60641
395,T3212,3212,R & M CAB CORP,2601 W. PETERSON AVE.,60659
396,T4340,4340,"WADOOD, INC",9696 W. FOSTER AVE.,60656
397,T2156,2156,ALAMO CAB CO,9696 W. FOSTER AVE.,60656
398,T2163,2163,CHICAB TWO INC,4020 W. GLENLAKE AVE.,60646
399,T548,548,"LULU THREE, INC",2617 S. WABASH AVE.,60616
400,T1774,1774,SHEULISHERI EXPRESS INC,9696 W. FOSTER AVE.,60656
401,T1988,1988,LINCOLNSHIRE SERVICE CORP.,3801 N. ELSTON AVE.,60618
402,T6886,6886,TAXI MEDALLION GROUP LLC-SERIES 38,4175 N. ELSTON AVE.,60618
403,T3060,3060,AMR CAB CORP.,3351 W. ADDISON AVE.,60618
404,T5583,5583,SHEUN VENTURES INC,3351 W. ADDISON ST.,60618
405,T5022,5022,EMANUEL SOMO,5508 N. ARTESIAN AVE.,60625
406,T193,193,JACKSON STREET TAXI LLC,4536 N. ELSTON AVE.,60630
407,T6589,6589,TARAR MOTORS INC,2601 W. PETERSON AVE.,60659
408,T5162,5162,VERONIQUE ARIELLE CAB CORP.,2617 S. WABASH AVE.,60616
409,T2881,2881,MALIK 1 EXPRESS INC,3351 W. ADDISON ST.,60618
410,T5320,5320,LILLY CAB CORP,2617 S. WABASH AVE.,60616
411,T5149,5149,GILL TAXI COMPANY,5200 N. OTTO AVE.,60656
412,T5781,5781,STARTING POINT TAXI LLC,4550 N. CLARENDON AVE.,60640
413,T4872,4872,HOLLY BULL CAB CORP,4020 W. GLENLAKE AVE.,60646
414,T5402,5402,PERSISTENCE TAXI LLC,4536 N. ELSTON AVE.,60630
415,T2516,2516,LUCKY 7 CAB COMPANY,1834 N. DAMEN AVE.,60647
416,T2762,2762,RAV TAXI INC,4020 W. GLENLAKE AVE.,60646
417,T5475,5475,PRIME TAXI CORP.,4626 W. CORNELIA AVE.,60641
418,T3898,3898,JAMES A WIGGINS,2561 W. 79TH PL.,60652
419,T326,326,13C TAXI INC,3351 W. ADDISON ST.,60618
420,T3597,3597,MEHDIHADI INC.,9696 W. FOSTER AVE.,60656
421,T4309,4309,YMS TRANS INC.,4118 W. LAWRENCE AVE.,60630
422,T3351,3351,SBJ CAB CO.,4020 W. GLENLAKE AVE.,60646
423,T5916,5916,3860 TAXI CORP,6550 N. CLARK ST.,60626
424,T1611,1611,RAINSTORM II HACKING CORP.,2617 S. WABASH AVE.,60616
425,T4207,4207,NORTOWN EXPRESS INC.,4626 W. CORNELIA AVE.,60641
426,T5339,5339,CAB OF CHICAGO LLC,6107 N. SEELEY AVE.,60659
427,T396,396,MCCAB XI CORP.,4626 W. CORNELIA AVE.,60641
428,T4413,4413,MICHIGAN AVE CAB LLC,4536 N. ELSTON AVE.,60630
429,T815,815,AKILA TRANS INC,2448 W. BERWYN AVE.,60625
430,T245,245,USSR EXPRESS INC,3351 W. ADDISON ST.,60618
431,T222,222,ANSONG TRANS INC,2601 W. PETERSON AVE.,60659
432,T2493,2493,PAROS CAB CORP.,2945 W. PETERSON AVE.,60659
433,T2096,2096,SOON CAB CO,4626 W. CORNELIA AVE.,60641
434,T50,50,BALAYAN COMPANY,6006 N. KENMORE AVE.,60660
435,T3962,3962,SANTORINI TWO CAB CORP.,4536 N. ELSTON AVE.,60630
436,T1436,1436,LINCOLN PARK EXPRESS INC,9696 W. FOSTER AVE.,60656
437,T3576,3576,CHICAGO CITY CAB CO,4020 W. GLENLAKE AVE.,60646
438,T5410,5410,SANTORINI TWO CAB CORP.,4536 N. ELSTON AVE.,60630
439,T4569,4569,NITA CORP,4626 W. CORNELIA AVE.,60641
440,T5974,5974,PJ CAB CO,4020 W. GLENLAKE AVE.,60646
441,T4283,4283,CHICAGO MEDALLION TWO LLC.,9696 W. FOSTER AVE.,60656
442,T2341,2341,INSUMA INC.,4020 W. GLENLAKE AVE.,60646
443,T4916,4916,SAFE TAXI COMPANY,3351 W. ADDISON ST.,60618
444,T1014,1014,ALTHERAS CAB CORP,2945 W. PETERSON AVE.,60659
445,T1294,1294,YC22 LLC,3351 W. ADDISON ST.,60618
446,T1848,1848,BEDFORD CAB CORP,3351 W. ADDISON ST.,60618
447,T5509,5509,SANTORINI FOUR CAB CORP.,4536 N. ELSTON AVE.,60630
448,T5179,5179,AZZI EXPRESS INC.,2235 W. MAYPOLE AVE.,60612
449,T970,970,3753 EJM INC,4118 W. LAWRENCE AVE.,60630
450,T2668,2668,CHICAGO CAB 2 CORP.,2945 W. PETERSON AVE.,60659
451,T6027,6027,BYRON YABLON,3812 N. ST LOUIS AVE.,60618
452,T363,363,NECT 31 LLC,6500 N. WESTERN AVE.,60645
453,T3451,3451,IMC CAB CORP,3351 W. ADDISON ST.,60618
454,T4352,4352,PEACH CAPITAL CORP,9696 W. FOSTER AVE.,60656
455,T5426,5426,AKUBA TRANSPORT INC,8459 S. EGGLESTON AVE.,60620
456,T5418,5418,GOOD CAB CORP.,4536 N. ELSTON AVE.,60630
457,T4832,4832,CITY TAXI INC.,4536 N. ELSTON AVE.,60630
458,T4720,4720,"NAXOS TRANS, INC.",2601 W. PETERSON AVE.,60659
459,T3320,3320,TIPU SULTAN CORP,3351 W. ADDISON ST.,60618
460,T6167,6167,ODYSSEY TAXI LLC,4536 N. ELSTON AVE.,60630
461,T5268,5268,"OBA-OMO OF CHICAGO, INC",3351 W. ADDISON ST.,60618
462,T5,5,YC1 LLC,3351 W. ADDISON ST.,60618
463,T2991,2991,KIM CAB INC,4626 W. CORNELIA AVE.,60641
464,T4487,4487,MAIDANWAL TAXI INC.,2601 W. PETERSON AVE.,60659
465,T5118,5118,REET CORPORATION,3351 W. ADDISON ST.,60618
466,T308,308,MALTA CAB CORP,2945 W. PETERSON AVE.,60659
467,T3054,3054,CHATHA CAB CO,3351 W. ADDISON ST.,60618
468,T1068,1068,ARM TAXI INC.,4020 W. GLENLAKE AVE.,60646
469,T5305,5305,SHARIFEH CORPORATION,3351 W. ADDISON ST.,60618
470,T3267,3267,POPO INC,2601 W. PETERSON AVE.,60659
471,T4962,4962,CHICAGO EXPRESS INC. II,4626 W. CORNELIA AVE.,60641
472,T5677,5677,MORAN TAXI INC,3351 W. ADDISON ST.,60618
473,T6662,6662,SST CAB CO,4020 W. GLENLAKE AVE.,60646
474,T1083,1083,1083 NEW EXPRESS INC,2532 W. WARREN BLVD.,60612
475,T5668,5668,"TAXI MEDALLION GROUP,LLC-SERIES XIX",4175 N. ELSTON AVE.,60618
476,T6134,6134,"EMMASCO, INC",3351 W. ADDISON ST.,60618
477,T3518,3518,QUETZAL TAXI CORPORATION,3351 W. ADDISON ST.,60618
478,T782,782,BLUE EYES CAB CORP.,2617 S. WABASH AVE.,60616
479,T6045,6045,BISU-624 LTD,9696 W. FOSTER AVE.,60656
480,T4498,4498,AH KHAN CORPORATION,3351 W. ADDISON ST.,60618
481,T3194,3194,GREEN EYES CAB CORP.,2617 S. WABASH AVE.,60616
482,T5400,5400,PAK-PUNJAB CAB CORP,3351 W. ADDISON ST.,60618
483,T5315,5315,PAACONNIE INC.,3351 W. ADDISON ST.,60618
484,T6299,6299,RICHMOND CAB CO INC,3351 W. ADDISON ST.,60618
485,T1622,1622,VJOSA CAB CO.,2601 W. PETERSON AVE.,60659
486,T5241,5241,AL-MEDINA CHICAGO INC,3351 W. ADDISON ST.,60618
487,T5500,5500,SYED M ZAIDI,6236 N. RICHMOND ST.,60659
488,T3397,3397,CHICAGO AMH INC,3351 W. ADDISON ST.,60618
489,T942,942,"LEONARD CAB COMPANY, INC.",2945 W. PETERSON AVE.,60659
490,T6491,6491,SETARE INC.,2945 W. PETERSON AVE.,60659
491,T2388,2388,N R CAB CO,9696 W. FOSTER AVE.,60656
492,T2693,2693,JEROME CAB CO,3351 W. ADDISON AVE.,60618
493,T2641,2641,MCCAB,IV CORP.,4626 W. CORNELIA AVE.
494,T4573,4573,NEBIYAT INC,4626 W. CORNELIA AVE.,60641
495,T775,775,BIRCHWOOD CAB CO.,9696 W. FOSTER AVE.,60656
496,T6163,6163,ALEKSANDER WISNIEWSKI,3230 N. RIDGEWAY AVE.,60618
497,T1771,1771,ES TAXI CORP.,3351 W. ADDISON ST.,60618
498,T1358,1358,TEZ CAB CO,4208 N. PULASKI RD.,60641
499,T5746,5746,PERSISTENCE TAXI LLC,4536 N. ELSTON AVE.,60630
500,T3196,3196,ADDISU CAB CORPORATION,4640 N. SHERIDAN RD.,60660
501,T5970,5970,SST CAB CO,4020 W. GLENLAKE AVE.,60646
502,T4899,4899,ABBAS 5 INC,2601 W. PETERSON AVE.,60659
503,T2828,2828,RACE CAB CO,4626 W. CORNELIA AVE.,60641
504,T5979,5979,MEGU CAB INC,4626 W. CORNELIA AVE.,60641
505,T1347,1347,"FAM4, INC",2601 W. PETERSON AVE.,60659
506,T6603,6603,KING CHICAGO INC,3351 W. ADDISON ST.,60618
507,T3636,3636,"CHICAGO POLO VI, INC.",2617 S. WABASH AVE.,60616
508,T2298,2298,ONKAR CAB CO,6550 N. CLARK ST.,60626
509,T4087,4087,4087 TAXI CORP,3351 W. ADDISON ST.,60618
510,T80,80,MCCAB XII CORP.,4626 W. CORNELIA AVE.,60641
511,T6932,6932,"FLAZ LIMO AND TAXI, INC",9696 W. FOSTER AVE.,60656
512,T5595,5595,BAT CAB CORP,1759 W. NORTH SHORE AVE.,60626
513,T3608,3608,"DAMAN TRANSIT, INC.",9696 W. FOSTER AVE.,60656
514,T3828,3828,H NOORSUMAR INC,3351 W. ADDISON ST.,60618
515,T733,733,MEDALLION FUNDING CHICAGO CORP III,4536 N. ELSTON AVE.,60630
516,T3444,3444,PEACE CAB CO,4626 W. CORNELIA AVE.,60641
517,T5482,5482,"TAXI MEDALLION GROUP,LLC SERIESVIII",3351 W. ADDISON ST.,60618
518,T1523,1523,JAKE TRANSIT CO.,2617 S. WABASH AVE.,60616
519,T5525,5525,SBJ CAB CO.,4020 W. GLENLAKE AVE.,60646
520,T4551,4551,GOLDEN RAM TAXI CAB COMPANY,2601 W. PETERSON AVE.,60659
521,T6082,6082,WILLIAM ROBINSON,9039 S. BUFFALO AVE.,60617
522,T2109,2109,FOUNDATION TRANSIT INC.,3351 W. ADDISON ST.,60618
523,T2673,2673,U S TAXI COMPANY,4020 W. GLENLAKE AVE.,60646
524,T696,696,"TYLER CRAZY ABOUT CHICAGO, INC.",2617 S. WABASH AVE.,60616
525,T2768,2768,AQUARIUS CAB INC.,6500 N. WESTERN AVE.,60645
526,T1467,1467,BAYARDOTOBAR INC,4244 W. 76TH ST.,60652
527,T177,177,ANDREW AND AUDREY CAB CORP.,9696 W. FOSTER AVE.,60656
528,T5627,5627,"TAXI MEDALLION GROUP, LLC SERIES 31",4175 N. ELSTON AVE.,60618
529,T4611,4611,MOISTURE II HACKING CORP.,2617 S. WABASH AVE.,60616
530,T5874,5874,SERGEY CAB CORP,2532 W. WARREN BLVD.,60612
531,T4801,4801,TEEMU CORPORATION,4626 W. CORNELIA AVE.,60641
532,T929,929,MOM TAXICAB INC,4626 W. CORNELIA AVE.,60641
533,T1359,1359,FRESH POWDER TAXI LLC,4536 N. ELSTON AVE.,60630
534,T4631,4631,LEE CAB CO,4020 W. GLENLAKE AVE.,60646
535,T2841,2841,RIZQ CAB CO,2202 N. ROCKWELL ST.,60647
536,T2763,2763,P M HANIF CAB INC,3351 W. ADDISON ST.,60618
537,T190,190,NECT 15 LLC,6500 N. WESTERN AVE.,60645
538,T5073,5073,FRANCIS K DUAH,4550 N. CLARENDON AVE.,60640
539,T5035,5035,HEITOR G. GARCIA,2214 W. WILSON AVE.,60625
540,T879,879,NECT 35 LLC,6500 N. WESTERN AVE.,60645
541,T6118,6118,6118 TAXI CORP,6550 N. CLARK ST.,60626
542,T2617,2617,SHIRAZ EXPRESS INC,2532 W. WARREN BLVD.,60612
543,T15,15,KING 12 INC,2617 S. WABASH AVE.,60616
544,T1247,1247,MAKENA INC,6550 N. CLARK ST.,60626
545,T1056,1056,SENEGAL TRANSIT INC.,3351 W. ADDISON ST.,60618
546,T1987,1987,BIBI CAB CO,3351 W. ADDISON ST.,60618
547,T5575,5575,JOANA K SEFAH & COMPANY,6550 N. CLARK ST.,60626
548,T861,861,NECT 34 LLC,6500 N. WESTERN AVE.,60645
549,T2791,2791,CHAUDHRY TAXICAB INC,3351 W. ADDISON ST.,60618
550,T1085,1085,N AND W CAB CO,4707 N. KENTON AVE.,60630
551,T5771,5771,P NINO TRANS INC,5436 N. ELSTON AVE.,60630
552,T1854,1854,KRISHA EXPRESS INC.,9696 W. FOSTER AVE.,60656
553,T2397,2397,COFFEE TAXI LLC,4536 N. ELSTON AVE.,60630
554,T6536,6536,E & E TAXI COMPANY,9696 W. FOSTER AVE.,60656
555,T5066,5066,JOTI CAB COMPANY,4020 W. GLENLAKE AVE.,60646
556,T6638,6638,KHAN CAB CO,4118 W. LAWRENCE AVE.,60630
557,T5401,5401,JOSEPH E HANNA,5750 N. MAPLEWOOD AVE.,60659
558,T2928,2928,LEMAJ INC,2800 W. PETERSON ST.,60618
559,T1504,1504,13C TAXI INC,3351 W. ADDISON ST.,60618
560,T987,987,BLUE EYES CAB CORP.,2617 S. WABASH AVE.,60616
561,T138,138,MCCAB XXIII CORP.,4626 W. CORNELIA AVE.,60641
562,T3545,3545,KHAN CAB CO,4118 W. LAWRENCE AVE.,60630
563,T1321,1321,KILLER DOG CAB CORP,2617 S. WABASH AVE.,60616
564,T833,833,MEDALLION FUNDING CHICAGO CORP IV,4536 N. ELSTON AVE.,60630
565,T4676,4676,ARIO CAB INC.,4118 W. LAWRENCE AVE.,60630
566,T1675,1675,CIVIC CHICAGO INC.,5200 N. OTTO AVE.,60656
567,T1061,1061,"UNIVERSAL TRANSIT, INC.",2601 W. PETERSON AVE.,60659
568,T6586,6586,AMRIT CAB CO.,4118 W. LAWRENCE AVE.,60630
569,T820,820,MEDALLION FUNDING CHICAGO CORP II,4626 W. CORNELIA AVE.,60641
570,T2561,2561,A & L CAB CO,4626 W. CORNELIA AVE.,60641
571,T6206,6206,MEMONA INC,4626 W. CORNELIA AVE.,60641
572,T4320,4320,"TAXI MEDALLION GROUP,LLC SERIES VII",4175 N. ELSTON AVE.,60618
573,T3873,3873,CHITOWN CAB INC # II,4020 W. GLENLAKE AVE.,60646
574,T4970,4970,SYDAL CORP.,3351 W. ADDISON ST.,60618
575,T2722,2722,ORIENT TAXI INC.,5765 N. LINCOLN AVE.,60659
576,T2254,2254,FERIGO TAXI INC,4118 W. LAWRENCE AVE.,60630
577,T203,203,FUNNY MONICA IN CHICAGO INC,2617 S. WABASH AVE.,60616
578,T2715,2715,OTUMFOU CORP.,3351 W. ADDISON ST.,60618
579,T3968,3968,SURAJ EXPRESS INC.,2532 W. WARREN BLVD.,60612
580,T4311,4311,CHICAGO MEDALLION THREE LLC.,9696 W. FOSTER AVE.,60656
581,T6929,6929,SIX Q INC,4118 W. LAWRENCE AVE.,60630
582,T5485,5485,"MASAMI CAB COMPANY, INC.",4626 W. CORNELIA AVE.,60641
583,T6483,6483,"FELEGA, INC.",6550 N. CLARK ST.,60626
584,T291,291,CAPRICORN CAB INC,6500 N. WESTERN AVE.,60645
585,T3844,3844,NECT 21 LLC,6500 N. WESTERN AVE.,60645
586,T1816,1816,DEPOTE TRANSPORTATION INC,2215 W. CARMEN AVE.,60625
587,T4148,4148,PRECIOUS TRANSPORTATION COMPANY LLC,3440 S. COTTAGE GROVE AVE.,60616
588,T2749,2749,TRAVELERS CAB COMPANY,4020 W. GLENLAKE AVE.,60646
589,T2108,2108,AQUARIUS CAB INC.,6500 N. WESTERN AVE.,60645
590,T2983,2983,WINDY CITY TAXICAB INC,4626 W. CORNELIA AVE.,60641
591,T4592,4592,CHICAGO 4592 INC,2532 W. WARREN BLVD.,60612
592,T3846,3846,VIOLET ZONE CAB CO.,2617 S. WABASH AVE.,60616
593,T6098,6098,NUMIDIA CO.,2601 W. PETERSON AVE.,60659
594,T3596,3596,"CHICAGO MEDALLION NINE, LLC",9696 W. FOSTER AVE.,60656
595,T3793,3793,GYPSY CAB CORP.,2617 S. WABASH AVE.,60616
596,T3065,3065,JIWANI CAB CO,4020 W. GLENLAKE AVE.,60646
597,T6227,6227,R & J CAB CO,9696 W. FOSTER AVE.,60656
598,T2324,2324,SODHI CAB INC,2028 W. CONCORD PL.,60647
599,T1573,1573,TAHITI TAXI LTD,4536 N. ELSTON AVE.,60630
600,T3057,3057,HAFIZ BILAL EXPRESS INC.,3351 W. ADDISON ST.,60618
601,T3779,3779,LULU FOUR INC,2617 S. WABASH AVE.,60616
602,T210,210,IL 9 CORP,3801 N. ELSTON AVE.,60618
603,T6935,6935,JHELUM TAXI INC,4961 N. MAJOR AVE.,60630
604,T5109,5109,"PED 3, LLC",9696 W. FOSTER AVE.,60656
605,T3523,3523,DELTA TAXI CAB,4020 W. GLENLAKE AVE.,60646
606,T563,563,HYDRA CAB CORP,2945 W. PETERSON AVE.,60659
607,T2774,2774,RELAX CAB CO INC,4626 W. CORNELIA AVE.,60641
608,T2868,2868,"CIOCIU, INC.",3351 W. ADDISON ST.,60618
609,T4187,4187,AARON-VMT LLC,2532 W. WARREN BLVD.,60612
610,T6264,6264,RICHMOND CAB CO INC,3351 W. ADDISON ST.,60618
611,T1409,1409,SNOWSTORM II HACKING CORP.,2617 S. WABASH AVE.,60616
612,T5989,5989,BIG APPLE CAB ONE CO.,3351 W. ADDISON ST.,60618
613,T5798,5798,HYDRA CAB CORP,2945 W. PETERSON AVE.,60659
614,T2712,2712,MERCHANT INC,2601 W. PETERSON AVE.,60659
615,T26,26,TIPTOM TOO INC,2617 S. WABASH AVE.,60616
616,T1333,1333,1333 TAXI CORP,3351 W. ADDISON ST.,60618
617,T4661,4661,GA EXPRESS INC.,3351 W. ADDISON ST.,60618
618,T6382,6382,"SHUCHONA, CORP",2601 W. PETERSON AVE.,60616
619,T1460,1460,RAINSTORM II HACKING CORP.,2617 S. WABASH AVE.,60616
620,T3687,3687,"PED 2, LLC",9696 W. FOSTER AVE.,60656
621,T3752,3752,HARVIN CAB CO,4020 W. GLENLAKE AVE.,60646
622,T3259,3259,JARAL CAB CO,3351 W. ADDISON ST.,60618
623,T538,538,MCCAB VIII CORP.,4626 W. CORNELIA AVE.,60641
624,T5062,5062,SAMUEL J. MESTAS,7718 S. KEELER AVE.,60652
625,T5717,5717,JORO CAB COMPANY INCORPORATED,6550 N. CLARK ST.,60626
626,T6803,6803,TAXI MEDALLION GROUP LLC-SERIES 38,4175 N. ELSTON AVE.,60618
627,T5462,5462,SAMI CAB CORP,2945 W. PETERSON AVE.,60659
628,T3217,3217,"EAGLE EXPRESS, INC.",4626 W. CORNELIA AVE.,60641
629,T3450,3450,"OJ 138, CORP.",2601 W. PETERSON AVE.,60659
630,T2415,2415,TRIPLE J CAB CO,4020 W. GLENLAKE AVE.,60646
631,T931,931,CHICAGO MEDALLION SIX LLC.,9696 W. FOSTER AVE.,60656
632,T2023,2023,FLORINA INC.,6500 N. WESTERN AVE.,60645
633,T2479,2479,"ABRON CAB COMPANY, INC.",9696 W. FOSTER AVE.,60656
634,T310,310,IL 10 CORP,3801 N. ELSTON AVE.,60618
635,T4509,4509,TAXI MEDALLION GROUP LLC SERIES 27,4175 N. ELSTON AVE.,60618
636,T5331,5331,SOHIL INC,4118 W. LAWRENCE AVE.,60630
637,T682,682,J.Q. TAXI CORP.,3351 W. ADDISON ST.,60618
638,T4218,4218,"FLAZ LIMO AND TAXI, INC",9696 W. FOSTER AVE.,60656
639,T236,236,IL 9 CORP,3801 N. ELSTON AVE.,60618
640,T5588,5588,AMC CAB CORP.,3351 W. ADDISON ST.,60618
641,T6075,6075,PLATINUM JUBILEE CORP,3351 W. ADDISON ST.,60618
642,T4136,4136,KINGSLEY TRANSPORATATION CO.,3515 S. COTTAGE GROVE AVE.,60653
643,T4186,4186,CHICAGO MEDALLION TWO LLC.,9696 W. FOSTER AVE.,60656
644,T2171,2171,DEFIANCE TAXI LLC,3351 W. ADDISON ST.,60618
645,T6050,6050,JONOKA CAB CO,9696 W. FOSTER AVE.,60656
646,T1818,1818,FIRST CLASS TAXI CAB INC,3351 W. ADDISON ST.,60618
647,T2622,2622,VEEN TAXI INC,4020 W. GLENLAKE AVE.,60646
648,T4337,4337,GREENWICH CAB CORP.,4536 N. ELSTON AVE.,60630
649,T6078,6078,BROWN EYES CAB CORP.,2617 S. WABASH AVE.,60616
650,T2223,2223,PARIKH ENTERPRISES II INC,9696 W. FOSTER AVE.,60656
651,T2195,2195,RAHMAN CAB INC,3351 W. ADDISON ST.,60618
652,T2318,2318,J J CHICAGO INC,4626 W. CORNELIA AVE.,60641
653,T2584,2584,MELLOTONE CAB LTD,1418 W. DIVERSEY PKWY.,60614
654,T4615,4615,TYRONE HENDERSON,1059 N. RIDGEWAY AVE.,60651
655,T3210,3210,HOLLY BULL CAB CORP,4020 W. GLENLAKE AVE.,60646
656,T5638,5638,"TAXI MEDALLION GROUP, LLC SERIES 32",4175 N. ELSTON AVE.,60618
657,T2299,2299,ULTIMATE RIDE INC,3151 W. ARTHUR AVE.,60645
658,T6718,6718,"MOON EXPRESS 1, INC.",2601 W. PETERSON AVE.,60659
659,T5681,5681,WICKER PARK CAB LLC,4536 N. ELSTON AVE.,60630
660,T2170,2170,FLAG CAB CORP.,3351 W. ADDISON ST.,60618
661,T2890,2890,DHILLON CAB CORP,3351 W. ADDISON ST.,60618
662,T5167,5167,5167 TAXI INC,2334 N. LAKEWOOD AVE.,60614
663,T5128,5128,YASEEN CAB CO,2202 N. ROCKWELL ST.,60647
664,T4605,4605,MANAL EXPRESS INC,3351 W. ADDISON ST.,60618
665,T2619,2619,WIL-MAR CAB CO,9696 W. FOSTER AVE.,60657
666,T1773,1773,ALLIANCE CAB CO,9696 W. FOSTER AVE.,60656
667,T187,187,VOYTEK'S CAB CO,3351 W. ADDISON ST.,60618
668,T4297,4297,LBJ CAB CORP.,2617 S. WABASH AVE.,60616
669,T2353,2353,KNOWZ CAB CO,4118 W. LAWRENCE AVE.,60630
670,T5201,5201,RIZQ CAB CO,2202 N. ROCKWELL ST.,60647
671,T621,621,S A FARUK INC,4118 W. LAWRENCE AVE.,60630
672,T3707,3707,AVEKO INC,4626 W. CORNELIA AVE.,60641
673,T1875,1875,MYKONOS CAB CORP.,2945 W. PETERSON AVE.,60659
674,T6190,6190,CHOICE ENTERPRISE INC.,6550 N. CLARK AVE.,60626
675,T6361,6361,RANGI CAB CO,3351 W. ADDISON ST.,60618
676,T6492,6492,CHICAGO AUCTION CAB CO.,2617 S. WABASH AVE.,60616
677,T2453,2453,HARKISHAN BHATTI,4626 W. CORNELIA AVE.,60641
678,T6911,6911,SAHIB TAXI INC,9696 W. FOSTER AVE.,60656
679,T6184,6184,BIG APPLE CAB TWO CO,3351 W. ADDISON ST.,60618
680,T2929,2929,CLASSICAL CAB COMPANY,4626 W. CORNELIA AVE.,60641
681,T1901,1901,THE LUXER INC,1633 W. THOME AVE.,60660
682,T3703,3703,BOUALEM INC,5200 N. OTTO AV,60656
683,T2408,2408,STATE TAXI INC,4118 W. LAWRENCE AVE.,60630
684,T4583,4583,KING CHICAGO INC,3351 W. ADDISON ST.,60618
685,T2440,2440,WILLA CAB CO.,4020 W. GLENLAKE AVE.,60646
686,T2218,2218,ANY CAB CORP.,4536 N. ELSTON AVE.,60630
687,T4054,4054,RED SHINE INC,6550 N. CLARK ST.,60626
688,T776,776,SEVEN DAY CAB CO,4118 W. LAWRENCE AVE.,60630
689,T4821,4821,YEMBUKK LLC,3351 W. ADDISON ST.,60618
690,T1695,1695,LAIGHT TAXI CORP.,4536 N. ELSTON AVE.,60630
691,T2104,2104,MMM CAB CORP,6005 N. KIMBALL AVE.,60659
692,T6554,6554,FAIZAN EXPRESS INC.,5200 N. OTTO AVE.,60656
693,T4405,4405,LION TAXICAB INC.,2601 W. PETERSON AVE.,60659
694,T6196,6196,U CAB INC,3351 W. ADDISON ST.,60618
695,T6362,6362,NASREEN CAB CO,2601 W. PETERSON AVE.,60659
696,T2691,2691,LUCKY 7 CAB COMPANY,1834 N. DAMEN AVE.,60647
697,T5558,5558,ZEBA CAB CO,3351 W. ADDISON ST.,60618
698,T5007,5007,OBEROI CAB CO,3351 W. ADDISON ST.,60618
